Id,Folder Path,Sub Search Id,eBay Search Alias,Sub Search Alias,Keywords,Keyword enabled,Search in Description,Price Min,Price Max,Category ID,Condition,Site,Located in,Ships to,Ship Zipcode,Sellers,Include/Exclude,Interval,Listing Type,Filter,View
bb386151-97f2-4891-8ac9-501afa2ad1c6,Default,,New Gold Search 2,,"8k grams,8k scrap,8k lot,8kt gold,8kp,9k grams,9k scrap,9k lot,9kt gold,9kp,10k grams,10kt grams,10k gram,10k scrap,10kt scrap,9ct,9 ct,8ct,8 ct",TRUE,FALSE,100,10000,281|262022|10290,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple1
bb386151-97f2-4891-8ac9-501afa2ad1c6,Default,b1c2d3e4-3333-4444-8888-333333333333,New Gold Search 2,Gold 18k 10k Colors,"18k yellow gold,18k white gold,18k rose gold,18k solid gold,10k yellow gold,10k white gold,10k solid gold,gold jewelry lot,solid gold lot,8ct,8 ct",TRUE,FALSE,100,10000,281|262022|10290,,,,,,,,,,,
bb386151-97f2-4891-8ac9-501afa2ad1c6,Default,b1c2d3e4-4444-4444-8888-444444444444,New Gold Search 2,Gold Rare Karats,"15k gold,16k gold,17k gold,19k gold,20k gold,21k gold,karat gold,solid gold,fine gold,9ct,9 ct",TRUE,FALSE,100,10000,281|262022|10290,,,,,,,,,,,
bb386151-97f2-4891-8ac9-501afa2ad1c6,Default,b1c2d3e4-6666-4444-8888-666666666666,New Gold Search 2,Gold 14k Items,"14k gold jewelry,14k gold necklace,14k gold bracelet,14k gold ring",TRUE,FALSE,100,10000,281|262022|10290,,,,,,,,,,,
bb386151-97f2-4891-8ac9-501afa2ad1c6,Default,f5428358-963b-4a3c-943c-49579ef04d4b,New Gold Search 2,New Gold Search 2 Terms,"10k bracelet,10k ring,10k chain,10k lot,10k necklace,10kp,10k gold,10k yellow gold,10k white gold,10k solid gold,14k grams,14kt grams,14k gram,14kt gram,14k scrap,14kt scrap,14k bracelet,14kt bracelet,14k lot,14k ring,14k chain,14k necklace,14k watch,14k vintage,14k diamond,14k charm,14k pendant,14k earrings,14k bangle,14kp,14k yellow gold,14k white gold,14k rose gold,14k gold jewelry,14k gold necklace,14k gold earrings,14k gold bracelet,14k gold ring,14k gold pendant,14k solid gold,14k scrap gold,18k grams,18kt grams,18k gram,18k scrap,18kt scrap,18k bracelet,18kt bracelet,18k lot,18k ring,18k chain,18k necklace,18kp,18k yellow gold,18k white gold,18k rose gold,18k solid gold,18k scrap gold,22k gold,22kt gold,22k scrap,22k bracelet,22k grams,24k gold,24k scrap,375 gold,375 scrap,417 gold,417 scrap,583 gold,585 gold,585 grams,585 gram,585 scrap,750 gold,750 grams,750 scrap,916 gold,950 gold,15k gold,16k gold,17k gold,19k gold,20k gold,21k gold,scrap gold,gold scrap lot,gold jewelry lot,karat gold,solid gold lot,solid gold,dental gold,dental scrap,gold teeth,gold crown,gold tooth,gold filling,melted gold,gold bar,gold nugget,bench gold,9ct,9 ct,8ct,8 ct",TRUE,FALSE,100,10000,,,,,,,,,,,,
bb386151-97f2-4891-8ac9-501afa2ad1c6,Default,c7d8e9f0-7777-4444-8888-777777777777,New Gold Search 2,Gold Chains Charms,"14k herringbone,18k herringbone,14k rope chain,18k rope chain,14k figaro,18k figaro,14k cuban,18k cuban,gold charm bracelet,14k charm bracelet,18k charm bracelet,10k charm bracelet,italian gold chain,italian 14k,italian 18k,gold bangle,14k bangle,18k bangle,8ct,8 ct",TRUE,FALSE,100,10000,281|262022|10290,,,,,,,,,,,
49b77ee3-0a5e-42f9-8a1c-21a9ae9b6346,Default,,New Gold Search,,"10k grams,10k scrap,10kp,14k grams,14k scrap,14kp,18k grams,18k scrap,18kp,22k gold,24k gold,scrap gold,8ct,8 ct",TRUE,FALSE,100,10000,3360|162134,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple1
49b77ee3-0a5e-42f9-8a1c-21a9ae9b6346,Default,a1b2c3d4-1111-4444-8888-111111111111,New Gold Search,Gold Hallmarks,"375 gold,417 gold,583 gold,585 gold,750 gold,916 gold,950 gold,8k grams,8k scrap,8kp,9k grams,9k scrap,9kp,9ct,9 ct,8ct,8 ct",TRUE,FALSE,100,10000,3360|162134,,,,,,,,,,,
49b77ee3-0a5e-42f9-8a1c-21a9ae9b6346,Default,a1b2c3d4-2222-4444-8888-222222222222,New Gold Search,Gold Dental Specialty,"dental gold,dental scrap,gold teeth,gold crown,melted gold,gold bar,gold nugget,bench gold,15k gold,16k gold,17k gold,19k gold,20k gold,21k gold,9ct,9 ct",TRUE,FALSE,100,10000,3360|162134,,,,,,,,,,,
49b77ee3-0a5e-42f9-8a1c-21a9ae9b6346,Default,a1b2c3d4-5555-4444-8888-555555555555,New Gold Search,Gold Rare Specialty,"melted gold,gold bar,gold nugget,bench gold,15k gold,16k gold,17k gold,19k gold,20k gold,21k gold,9ct,9 ct",TRUE,FALSE,100,10000,3360|162134,,,,,,,,,,,
bb386151-97f2-4891-8ac9-501afa2ad1c6,Default,,Gold Jewelry Search,,"14k yellow gold,14k white gold,14k rose gold,14k solid gold",TRUE,FALSE,100,10000,281|262022|10290,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple1
e5c9d7f3-2g4b-6c0e-d8f2-h3i4j5k6l7m8,Default,,Gold Diamond High Value,,"antique gold charm,14k diamond bracelet,18k diamond bracelet,diamond bracelet 14k,diamond bracelet 18k,gold brooch,14k brooch,18k brooch,gold earrings lot,14k earrings lot,18k earrings lot",TRUE,FALSE,100,10000,281|262022|10290,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple1
777ac728-68fd-440d-9691-09129b261445,Default,,Silver Jewelry,,"sterling,silver,scrap silver,925,830 silver,""sterling silver"",sterling flaterware,sterling silverware,950 silver,900 silver,coin silver,melted silver,sarda ring,800 silver,""935 silver"","".999"",turquoise jewelry,sterling jewelry lot",TRUE,FALSE,40,200000,20096|281,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
16f1ec5d-8cba-4c20-8f50-9eb840b292d6,Default,,Silver Terms 2,,"sterling silver scrap,sterling silver grams,sterling silver 925,sterling silver & 14K,antique silver,sterling silver bracelet,sterling silver chain,sterling silver necklace,bulova accutron,omega seamaster,vintage sterling silver,sterling silver native american",TRUE,FALSE,40,10000,20096|261650|281,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
d9c657a8-1264-49ff-add5-ea1c6b714170,Default,,Silver Flatware,,"sterling silver flatware,sterling silver silverware,silverware,flatware,flatware set,sterling knife,""scrap silver"",scrap silver,925,830 silver,""sterling silver"",sterling flaterware,sterling silverware,""950 silver"",""900 silver"",""coin silver"",""melted silver"",""800 silver"",fine silver,pure silver",TRUE,FALSE,40,10000,37991|37993|20104,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
6577979b-4eb3-4a6c-9435-3726f955dac8,Default,,New Silver Search,,"sterling scrap,sterling lot,sterling flatware,sterling grams,925 scrap,sterling gorham,sterling towle,sterling bowl,sterling tea,sterling tray,sterling creamer,sterling sugar,sterling coffee,800 silver,830 silver,900 silver,coin silver,mexican silver,sanborn,troy oz sterling",TRUE,FALSE,50,10000,20096|262022,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
7e018d0e-db75-49de-b910-872e370a0286,Default,,New Silver Search 2,,"sterling scrap,sterling lot,sterling flatware,sterling grams,925 scrap,sterling gorham,sterling towle,sterling bowl,sterling tea,sterling tray,sterling creamer,sterling sugar,800 silver,830 silver,900 silver,coin silver,mexican silver,sanborn,troy oz,A Michelsen",TRUE,FALSE,50,10000,2213|3361|281,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
4184b88b-48ce-4d73-9297-313129b72711,Default,,New Silver Search 3,,"navajo sterling,native sterling,sterling turquoise,squash blossom,concho,old pawn,dead pawn,zuni,hopi,taxco,pueblo,southwestern sterling,native cuff,navajo cuff,turquoise cuff,sterling cuff,bisbee turquoise,royston turquoise,number 8 turquoise,morenci turquoise,sleeping beauty turquoise",TRUE,FALSE,50,10000,262025|110633|20082,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
d4b8c6e2-1f3a-5b9d-c7e1-g2h3i4j5k6l7,Default,,Silver Makers,,"Georg Jensen,La Pierre,Black Starr Frost,Dominick Haff,Frank Smith silver,Mauser sterling,S Kirk Son,Tuttle sterling,Westmorland sterling,reticulated sterling,sterling compote,sterling platter,sterling candelabra,sterling holloware",TRUE,FALSE,50,10000,20081|20096|262022,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
f6d0e8g4-3h5c-7d1f-e9g3-i4j5k6l7m8n9,Default,,Silver Bulk Lots,,"sterling silver lot,sterling wearable,sterling silver set,sterling tea set,sterling coffee set,sterling candlestick,sterling dish,sterling spoons,sterling forks,sterling pieces,scrap sterling lot,wearable sterling",TRUE,FALSE,50,10000,20081|20096|262022,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple2
3aac515e-10c8-44cf-b875-27cbcd010652,Default,,Watches,,"automatic watch,tudor,breitling,audemars piguet,IWC,chronograph,omega watch,""chronograph watch"",lecoultre,rolex,omega,vacheron,patek phillipe,cartier,""omega seamaster"",watch lot parts,watch lot,watch for repair,accutron astronaut,tag heuer,grand seiko,Jaeger-LeCoultre",TRUE,FALSE,75,100000,165144|260325|51020,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
b834f42d-2638-4bba-b8a7-35303c11b28a,Default,,Watches 2,,"moon phase,triple date,vintage watch,mens watch,watch lot,watch parts,watch repair,bunn special,railroad",TRUE,FALSE,75,100000,165144|260325|51020,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
9f6e8540-f8a9-4a70-a97e-92f34df4155b,Default,,Watch Search 1,,"omega,hamilton,rolex,breitling,tag heuer,seiko,bulova,longines,tissot,cartier,patek,gruen,zodiac,elgin,waltham,wittnauer,benrus,tudor,heuer,girard,movado,citizen",TRUE,FALSE,50,10000,14324|10290|262022,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
9f6e8540-f8a9-4a70-a97e-92f34df4155b,Default,a4e80cee-5344-4ae3-a145-be92fefb6279,Watch Search 1,Watch Search 2,"pocket watch,illinois pocket,howard pocket,elgin pocket,waltham pocket,hamilton pocket,watch parts,watch repair,watch lot,not working watch,for parts watch",TRUE,FALSE,50,10000,31387|57717|262022,,,,,,,,,,,
c3a7b5d1-9e2f-4a8c-b6d0-f1e2a3b4c5d6,Default,,Watch Search 3,,"wakmann chronograph,wakmann diver,wakmann watch,mido vintage,mido multifort,mido automatic,ulysse nardin,jules jurgensen,universal geneve,alsta chronograph,alsta diver,enicar chronograph,enicar sherpa",TRUE,FALSE,50,10000,31387|14324|3937,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
h8f2g0i6-5j7e-9f3h-g1i5-k6l7m8n9o0p1,Default,,Watch Search 4,,"croton chronomaster,croton nivada,vintage chronograph,vintage diver watch,vintage automatic watch,vintage mechanical watch,14k gold watch,14k solid gold watch,18k gold watch,18k solid gold watch,vintage watch lot,mechanical watch lot",TRUE,FALSE,50,10000,31387|14324|3937,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
g7e1f9h5-4i6d-8e2g-f0h4-j5k6l7m8n9o0,Default,,Watch Gold Ladies,,"ladies gold watch,ladies 14k watch,ladies 18k watch,vintage ladies watch,hamilton chrono-matic,art deco watch,art deco ladies watch,diamond bezel watch,10k gold watch,10k solid gold watch",TRUE,FALSE,50,10000,31387|14324|3937,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
i9g3h1j7-6k8f-0g4i-h2j6-l7m8n9o0p1q2,Default,,Watch Brand Gold,,"geneve gold watch,geneve 14k,geneve 18k,omega 14k,omega 18k,longines 14k,longines 18k,carl bucherer,bucherer gold,rolex parts,rolex dial,rolex band",TRUE,FALSE,50,10000,31387|14324|3937,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
3dabdd6f-2c07-4b0b-8a9c-a9756f565813,Default,,Costume OM,,"Schiaparelli,""Iradj Moini"",""schreiner"",""squash blossom necklace"",faberge",TRUE,FALSE,25,20000,20081|11116|281,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
dce86500-6895-4f3c-90c6-e840d40c83dd,Default,,costume jewelry,,"costume jewelry,buccellati,crown trifari,trifari,hobe necklace,Costume Jewelry Lot,Schiaparelli,""Iradj Moini"",""schreiner"",""squash blossom necklace"",givenchy,""cherry amber"",""estate jewelry"",""turquoise cuff bracelet"",""jewelry lot lbs"",jewelry lot,antique jewelry",TRUE,FALSE,25,100000,262022|262016,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
8e46eb95-eaf2-4b7d-ac9b-497978def75e,Default,,costume 2,,"junk jewelry lot,southwestern lot,old pawn,navajo,zuni,estate sale,bulk jewelry,mixed lot,rhinestone lot,victorian,old mine,georg jensen,antonio pineda,margot de taxco,NETTIE ROSENSTEIN",TRUE,FALSE,25,100000,261650|281,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
eee2cd24-5a1e-4836-950c-361aeca5c641,Default,,costume,,"trifari,costume lot,jewelry lot,cameo lot,bakelite,trifari brooch,trifari bracelet,trifari necklace,vintage brooch lot,signed brooch,rhinestone brooch,enamel brooch,sterling brooch",TRUE,FALSE,25,10000,10968,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
4bc7f8db-3c4e-4337-8760-82f9861219fa,Default,,Watch Luxury,,"pocket watch,cartier,van cleef & arpels,harry winston,pure gold,fine gold,diver watch,piaget,vintage watches,antique lot,repair lot",TRUE,FALSE,75,100000,20081|1|281,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
5837a64e-8a5c-4478-8401-a48546e4b2b1,Default,,Coral & Amber,,"amber grams,baltic amber,butterscotch amber,cherry amber,egg yolk amber,natural amber,amber beads,amber necklace,amber lot,natural coral,undyed coral,no dye coral,mediterranean coral,red coral,salmon coral,momo coral,oxblood coral,angel skin coral,coral grams,coral beads,coral necklace,coral lot",TRUE,FALSE,50,10000,281|262025|20082,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
5837a64e-8a5c-4478-8401-a48546e4b2b1,Default,436a9f97-7edf-41fa-984f-7b227e1b3444,Coral & Amber,New Sub Search,"italian coral,salmon coral,antique coral,victorian coral,carved coral,graduated coral,orange coral,coral 14k,coral 18k,coral gold,8ct,8 ct",TRUE,FALSE,50,10000,281|262025|20082,,,,,,,,,,,
f1ff3c14-8c0e-4b3f-ba40-4bdd24ea0f46,Default,,VideoGames,,"sealed n64,sealed gameboy,sealed game boy,sealed nintendo,sealed snes,sealed nes,new sealed game,factory sealed game,nintendo sealed,n64 sealed,gameboy color sealed,gbc sealed,gba sealed,sealed gamecube,sealed accessory,sealed controller,mint n64,mint gameboy,video game lot,nintendo lot,game collection",TRUE,FALSE,50,10000,139973|139971|54968,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
f9e737d8-9e09-4303-bf97-aaafd8e2f9de,Default,,Gold Silver Terms,,"mikimoto pearl,14K white gold ring,14k white gold bracelet,18K white gold,14K yellow gold bracelet,10K yellow gold scrap,native american turquoise sterling,14K gold earrings",TRUE,FALSE,50,10000,39482|281,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
32b3c0f4-9ca6-4e05-a7ca-b5e4b6075c72,Default,,Lego,,"lego star wars lot,lego star wars sealed,retired lego star wars,lego ucs sealed,vintage lego,lego lot sealed,lego castle,lego pirate,lego space,lego train,legoland,lego 7672,lego 7675,lego 7676,lego 7662,lego 6075,lego 6080,lego 6090",TRUE,FALSE,75,10000,19006,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
04f3dcb2-ca80-453f-b4d0-110e6d93acb8,Default,,Sealed TCG,,"booster box,elite trainer box,etb sealed,booster case,sealed case,booster box lot,pokemon sealed lot,mtg sealed lot,tcg lot sealed,japanese booster box,premium collection box,collection box sealed,build battle stadium,ultra premium collection,one piece booster box",TRUE,FALSE,50,10000,261337|261044|261045,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
04f3dcb2-ca80-453f-b4d0-110e6d93acb8,Default,735f3f75-1301-441a-b0c4-8d8d4ae66365,Sealed TCG,New Sub Search,"special collection sealed,display box sealed,pokemon box sealed,mtg box sealed,yugioh box sealed,lorcana box sealed,one piece tcg sealed,romance dawn,paramount war,one piece op01,one piece op02,awakening new era,wings captain,pillars strength",TRUE,FALSE,50,10000,261337|261044|261045,,,,,,,,,,,
04f3dcb2-ca80-453f-b4d0-110e6d93acb8,Default,4df23310-2a20-4faf-9019-593948e9a445,Sealed TCG,New Sub Search (1),"booster box,elite trainer box,etb sealed,booster case,sealed case,booster box lot,pokemon sealed lot,mtg sealed lot,tcg lot sealed,japanese booster box,premium collection box,collection box sealed,build battle stadium,ultra premium collection,one piece booster box",TRUE,FALSE,50,10000,261337|261044|261045,,,,,,,,,,,
04f3dcb2-ca80-453f-b4d0-110e6d93acb8,Default,611d3604-6304-4416-9d5e-253773ceb1af,Sealed TCG,Vintage Pokemon Packs,"base set pack,jungle pack,fossil pack,team rocket pack,neo genesis pack,neo discovery pack,neo revelation pack,neo destiny pack,gym heroes pack,gym challenge pack,legendary collection pack,expedition pack,aquapolis pack,skyridge pack,heavy pack,heavy booster,heavy pokemon,wotc pack,wotc booster,vintage pokemon pack,1st edition pack,first edition pack,shadowless pack",TRUE,FALSE,50,10000,183456,,,,,,,,,,,
psa00001-graded-pokemon-0001-000000000001,Default,,PSA TCG Pokemon,,"psa 10 pokemon,psa 9 pokemon,psa 10 charizard,psa 9 charizard,psa 10 pikachu,bgs 10 pokemon,bgs 9.5 pokemon,cgc 10 pokemon,psa 10 base set,psa 9 base set,psa 10 1st edition,psa 9 1st edition,psa charizard,bgs charizard,cgc charizard",TRUE,FALSE,50,50000,183454|183050|2536,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
psa00002-graded-vintage-0001-000000000001,Default,,PSA TCG Vintage,,"psa 10 shadowless,psa 9 shadowless,psa 10 jungle,psa 10 fossil,psa 10 team rocket,psa 10 neo genesis,psa 10 neo destiny,psa 10 gold star,psa 9 gold star,psa 10 shining,psa 9 shining,psa wotc,bgs wotc,psa gym heroes,psa gym challenge",TRUE,FALSE,100,100000,183454|183050|2536,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
psa00003-graded-modern-0001-000000000001,Default,,PSA TCG Modern,,"psa 10 evolving skies,psa 10 hidden fates,psa 10 champions path,psa 10 celebrations,psa 10 alt art,bgs 10 alt art,cgc 10 alt art,psa 10 illustration rare,psa 10 special art rare,psa 10 vmax,psa 10 vstar,psa 10 rainbow",TRUE,FALSE,25,10000,183454|183050|2536,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
psa00004-graded-sports-0001-000000000001,Default,,PSA TCG Sports,,"psa 10 rookie,psa 9 rookie,bgs 10 rookie,psa 10 auto,psa 9 auto,bgs 10 auto,psa 10 basketball,psa 10 football,psa 10 baseball,psa graded lot,bgs graded lot,sgc graded,psa prizm,psa optic,psa select",TRUE,FALSE,50,25000,183454|212|213,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
84e3567b-9aca-4869-95b6-5bd675227445,Default,,Knives Collectible,,"jason stout,spyderco,vintage pocket knife,shun knife,benchmade gold class,boker custom,william henry knife,chris reeve,case xx,camillus,schatt morgan,buck,queen cutlery,keen kutter,microtech,Dalibor Bergam,Kershaw,Hogue,protech,strider",TRUE,FALSE,50,100000,1401|13956|966,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
e9edc7ca-a4e1-4a09-bc95-3f8cf8f36279,Default,,Knives Custom,,"tidioute cutlery,northwoods,madison,crkt,randall,case knife,knife lot,knife collection,monterey bay knives,david lespect knife,tactile knife co,vero engineering knife,lile,benchmade,borka blade,eutsler,Jason Guthrie,Jason Stout,Jason Clark,muela,puma,boker,pro-tech",TRUE,FALSE,50,100000,1401|13956|966,Used,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
a8c7551a-03f2-4498-aedb-47322fba0590,Default,,Pens Fountain,,"pelikan,mont blanc,fountain pen,visconti,luxury pen,pen lot,S.T. Dupont,Caran d'Ache,Aurora,Waterman,parker duofold,namiki,kronem,montegrappa",TRUE,FALSE,50,100000,1401|13956|966,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
7f48c877-fe9e-4764-b262-b24f140d40a8,Default,,Allen Bradley,,"Allen Bradley,""Allen-Bradley""",TRUE,FALSE,50,10000,,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
tb001-textbook-main-0001-000000000001,Default,,Textbooks,,"textbook,textbook lot,college textbook,university textbook,pearson,mcgraw hill,mcgraw-hill,cengage,wiley,calculus,biology,chemistry,philosophy,history,science,accounting,economics,finance,nursing",TRUE,FALSE,10,250,267,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
7f48c877-fe9e-4764-b262-b24f140d40a8,Default,,Allen Bradley Industrial,,"Allen Bradley,""Allen-Bradley""",TRUE,FALSE,50,10000,,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw001-hotwheels-main-0001-000000000001,Default,,Hot Wheels Treasure Hunt,,"super treasure hunt,treasure hunt hot wheels,sth hot wheels,th hot wheels,$uper,super th,chase hot wheels,real riders,spectraflame,hot wheels chase,treasure hunt lot",TRUE,FALSE,10,500,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw002-hotwheels-rlc-0001-000000000002,Default,,Hot Wheels RLC,,"rlc hot wheels,red line club,redline club,rlc exclusive,rlc membership,rlc selection,rlc series,rlc car,hwc rlc,hot wheels club",TRUE,FALSE,25,1000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw003-hotwheels-redline-0001-000000000003,Default,,Hot Wheels Redline Vintage,,"redline hot wheels,red line hot wheels,vintage hot wheels,1968 hot wheels,1969 hot wheels,1970 hot wheels,1971 hot wheels,1972 hot wheels,mattel redline,hot wheels usa,hot wheels hong kong,spectraflame vintage",TRUE,FALSE,25,5000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw004-hotwheels-conv-0001-000000000004,Default,,Hot Wheels Convention,,"convention hot wheels,nationals hot wheels,hot wheels convention,dinner car,finale car,rlc party,hwc party,collectors convention,hot wheels exclusive,japan convention",TRUE,FALSE,50,2000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw005-hotwheels-lots-0001-000000000005,Default,,Hot Wheels Lots,,"hot wheels lot,hot wheels collection,hot wheels case,sealed case hot wheels,hot wheels 72 car,factory sealed hot wheels,premium hot wheels,hot wheels team transport,car culture hot wheels,boulevard hot wheels",TRUE,FALSE,50,1000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
