Id,Folder Path,Sub Search Id,eBay Search Alias,Sub Search Alias,Keywords,Keyword enabled,Search in Description,Price Min,Price Max,Category ID,Condition,Site,Located in,Ships to,Ship Zipcode,Sellers,Include/Exclude,Interval,Listing Type,Filter,View
psa00001-graded-pokemon-0001-000000000001,Default,,PSA TCG Pokemon,,"psa 10 pokemon,psa 9 pokemon,psa 10 charizard,psa 9 charizard,psa 10 pikachu,bgs 10 pokemon,bgs 9.5 pokemon,cgc 10 pokemon,psa 10 base set,psa 9 base set,psa 10 1st edition,psa 9 1st edition,psa charizard,bgs charizard,cgc charizard",TRUE,FALSE,50,50000,183454|183050|2536,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
psa00002-graded-vintage-0001-000000000001,Default,,PSA TCG Vintage,,"psa 10 shadowless,psa 9 shadowless,psa 10 jungle,psa 10 fossil,psa 10 team rocket,psa 10 neo genesis,psa 10 neo destiny,psa 10 gold star,psa 9 gold star,psa 10 shining,psa 9 shining,psa wotc,bgs wotc,psa gym heroes,psa gym challenge",TRUE,FALSE,100,100000,183454|183050|2536,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
psa00003-graded-modern-0001-000000000001,Default,,PSA TCG Modern,,"psa 10 evolving skies,psa 10 hidden fates,psa 10 champions path,psa 10 celebrations,psa 10 alt art,bgs 10 alt art,cgc 10 alt art,psa 10 illustration rare,psa 10 special art rare,psa 10 vmax,psa 10 vstar,psa 10 rainbow",TRUE,FALSE,25,10000,183454|183050|2536,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
psa00004-graded-sports-0001-000000000001,Default,,PSA TCG Sports,,"psa 10 rookie,psa 9 rookie,bgs 10 rookie,psa 10 auto,psa 9 auto,bgs 10 auto,psa 10 basketball,psa 10 football,psa 10 baseball,psa graded lot,bgs graded lot,sgc graded,psa prizm,psa optic,psa select",TRUE,FALSE,50,25000,183454|212|213,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple3
84e3567b-9aca-4869-95b6-5bd675227445,Default,,Knives Collectible,,"jason stout,spyderco,vintage pocket knife,shun knife,benchmade gold class,boker custom,william henry knife,chris reeve,case xx,camillus,schatt morgan,buck,queen cutlery,keen kutter,microtech,Dalibor Bergam,Kershaw,Hogue,protech,strider",TRUE,FALSE,50,100000,1401|13956|966,Used,eBay US,US,US,92688,,,0:00:00,BuyItNow,,Apple3
e9edc7ca-a4e1-4a09-bc95-3f8cf8f36279,Default,,Knives Custom,,"tidioute cutlery,northwoods,madison,crkt,randall,case knife,knife lot,knife collection,monterey bay knives,david lespect knife,tactile knife co,vero engineering knife,lile,benchmade,borka blade,eutsler,Jason Guthrie,Jason Stout,Jason Clark,muela,puma,boker,pro-tech",TRUE,FALSE,50,100000,1401|13956|966,Used,eBay US,US,US,92688,,,0:00:00,BuyItNow,,Apple3
a8c7551a-03f2-4498-aedb-47322fba0590,Default,,Pens Fountain,,"pelikan,mont blanc,fountain pen,visconti,luxury pen,pen lot,S.T. Dupont,Caran d'Ache,Aurora,Waterman,parker duofold,namiki,kronem,montegrappa",TRUE,FALSE,50,100000,1401|13956|966,,eBay US,US,US,92688,,,0:00:00,BuyItNow,,Apple4
7f48c877-fe9e-4764-b262-b24f140d40a8,Default,,Allen Bradley Industrial,,"Allen Bradley,""Allen-Bradley""",TRUE,FALSE,50,10000,,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
tb001-textbook-main-0001-000000000001,Default,,Textbooks,,"textbook,textbook lot,college textbook,university textbook,pearson,mcgraw hill,mcgraw-hill,cengage,wiley,calculus,biology,chemistry,philosophy,history,science,accounting,economics,finance,nursing",TRUE,FALSE,10,250,267,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw001-hotwheels-main-0001-000000000001,Default,,Hot Wheels Treasure Hunt,,"super treasure hunt,treasure hunt hot wheels,sth hot wheels,th hot wheels,$uper,super th,chase hot wheels,real riders,spectraflame,hot wheels chase,treasure hunt lot",TRUE,FALSE,10,500,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw002-hotwheels-rlc-0001-000000000002,Default,,Hot Wheels RLC,,"rlc hot wheels,red line club,redline club,rlc exclusive,rlc membership,rlc selection,rlc series,rlc car,hwc rlc,hot wheels club",TRUE,FALSE,25,1000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw003-hotwheels-redline-0001-000000000003,Default,,Hot Wheels Redline Vintage,,"redline hot wheels,red line hot wheels,vintage hot wheels,1968 hot wheels,1969 hot wheels,1970 hot wheels,1971 hot wheels,1972 hot wheels,mattel redline,hot wheels usa,hot wheels hong kong,spectraflame vintage",TRUE,FALSE,25,5000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw004-hotwheels-conv-0001-000000000004,Default,,Hot Wheels Convention,,"convention hot wheels,nationals hot wheels,hot wheels convention,dinner car,finale car,rlc party,hwc party,collectors convention,hot wheels exclusive,japan convention",TRUE,FALSE,50,2000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
hw005-hotwheels-lots-0001-000000000005,Default,,Hot Wheels Lots,,"hot wheels lot,hot wheels collection,hot wheels case,sealed case hot wheels,hot wheels 72 car,factory sealed hot wheels,premium hot wheels,hot wheels team transport,car culture hot wheels,boulevard hot wheels",TRUE,FALSE,50,1000,2619|222,,eBay US,US,US,,,,0:00:00,BuyItNow,,Apple4
